PlanetIdentifier,TypeFlag,PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,PeriastronDeg,LongitudeDeg,AscendingNodeDeg,InclinationDeg,SurfaceTempK,AgeGyr,DiscoveryMethod,DiscoveryYear,LastUpdated,RightAscension,Declination,DistFromSunParsec,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,HostStarAgeGyr,ListsPlanetIsOn
Kepler-792 b,0,,0.175,11.30119217,,,,,,,,,transit,2016,16/05/10,19 28 02,+38 49 15,,1.09,1.12,0.08,5971,,Confirmed planets
KOI-183 b,0,0.595,1.192,2.6843285,0.03585,0.019,120.26,,,87.828,1605,,transit,2014,14/09/30,19 31 25,+46 23 28,725,0.85,0.95,-0.1,5560,11,Confirmed planets
Kepler-656 b,0,,0.278,1.26025909,,,,,,,,,transit,2016,16/05/10,19 13 19,+47 22 54,,0.86,0.82,-0.04,5281,,Confirmed planets
Kepler-1010 b,0,,0.207,34.2685705,,,,,,,,,transit,2016,16/05/10,19 16 46,+44 08 58,,0.86,0.82,-0.01,5253,,Confirmed planets
CoRoT-5 b,0,0.467,1.388,4.0378962,0.04947,0.09,,,,85.83,1316.3,,transit,2008,09/07/18,06 45 07,+00 48 55,400,1,1.186,-0.25,6100,,Confirmed planets
Kepler-483 b,0,,0.286,30.229104,,,,,,,,,transit,2016,16/05/10,19 26 35,+41 53 05,,1.28,1.47,0.09,6346,,Confirmed planets
Kepler-1443 b,0,,0.087,2.41811321,,,,,,,,,transit,2016,16/05/10,18 53 45,+47 04 01,,1.19,1.27,0,6289,,Confirmed planets
Kepler-786 b,0,,0.217,53.5293487,,,,,,,,,transit,2016,16/05/10,19 34 59,+38 56 21,,0.81,0.74,0.09,4838,,Confirmed planets
Kepler-399 d,0,,0.17224,58.034616,,,,,,,,,transit,2014,14/02/26,19 58 00,+40 40 14,543.74,0.927,0.68,,5502,,Confirmed planets
Kepler-399 b,0,,0.08749,14.425281,,,,,,,,,transit,2014,14/02/26,19 58 00,+40 40 14,543.74,0.927,0.68,,5502,,Confirmed planets
Kepler-399 c,0,,0.13032,26.67569,,,,,,,,,transit,2014,14/02/26,19 58 00,+40 40 14,543.74,0.927,0.68,,5502,,Confirmed planets
Kepler-743 b,0,,0.108,3.17926292,,,,,,,,,transit,2016,16/05/10,19 42 18,+42 48 23,,0.94,0.85,0.01,5486,,Confirmed planets
GJ 3323 b,0,0.00636,,5.3636,0.03282,0.23,,,,,,,RV,2017,17/03/21,05 01 58,-06 03 14,,0.164,0.119,-0.27,3159,,Confirmed planets
GJ 3323 c,0,0.00727,,40.54,0.1264,0.17,,,,,,,RV,2017,17/03/21,05 01 58,-06 03 14,,0.164,0.119,-0.27,3159,,Confirmed planets
Gliese 777 A b,2,1.495,,2867.9,3.92,0.343,,,,,,,RV,2003,15/06/29,20 03 37.405,+29 53 48.50,15.89,1.04,1.2,0.24,,6.7,"Confirmed planets, Planets in binary systems, S-type"
Gliese 777 A c,2,0.064,,17.1186,0.128,0.107,,,,,,,RV,2005,15/06/29,20 03 37.405,+29 53 48.50,15.89,1.04,1.2,0.24,,6.7,"Confirmed planets, Planets in binary systems, S-type"
Kepler-268 b,0,,0.23238,25.934138,,,,,,,,,transit,2014,14/02/26,19 27 54,+38 03 18,875.31,1.13,1.274,,6081,,Confirmed planets
Kepler-268 c,0,,0.30802,83.446393,,,,,,,,,transit,2014,14/02/26,19 27 54,+38 03 18,875.31,1.13,1.274,,6081,,Confirmed planets
Kepler-1106 b,0,,0.147,1.25275217,,,,,,,,,transit,2016,16/05/10,19 24 35,+44 03 45,,1.11,1.17,0,6104,,Confirmed planets
HD 95089 b,0,1.2,,507,1.51,0.157,,,,,396.7,,RV,2010,10/03/19,10 58 48,+01 43 45,139,1.58,4.9,0.05,5002,,Confirmed planets
